id,timestamp,target_id,energy,time,peak_power,peak_current,peak_voltage,n_samples,avg_power,avg_current,avg_voltage
bd4a4dd2e53811e5b4ddb827ebddf51e,1457446756133.0,pi1,0.9478982218505655,679.4500714285714,0.0022080373764038087,0.000673828125,3.3427734375,57073806,0.0013950962134091339,0.00042805291833437567,3.259115357977906
be168ce4e53811e5b4ddb827ebddf51e,1457446757471.0,pi1,0.949757593378084,680.7849404761905,0.0022080373764038087,0.000673828125,3.3427734375,57185935,0.0013950919547570404,0.00042804985263954654,3.259128764812045
be8e3b54e53811e5b4ddb827ebddf51e,1457446758256.0,pi1,0.9508617283643143,681.5691785714286,0.0022080373764038087,0.000673828125,3.3427734375,57251811,0.001395106701211642,0.00042805260826364404,3.259142174496222
bf4e5e5ce53811e5b4ddb827ebddf51e,1457446759514.0,pi1,0.9526085929242202,682.8249761904761,0.0022080373764038087,0.000673828125,3.3427734375,57357298,0.0013950992218223826,0.000428049226890529,3.259150444303394
bfcdf8f6e53811e5b4ddb827ebddf51e,1457446760351.0,pi1,0.9537797053548267,683.6594761904762,0.0022080373764038087,0.000673828125,3.3427734375,57427396,0.0013951093176818507,0.0004280511215352414,3.259159574129439
c0611e9ce53811e5b4ddb827ebddf51e,1457446761315.0,pi1,0.9551342257238286,684.6215833333333,0.0022080373764038087,0.000673828125,3.3427734375,57508213,0.0013951272483601882,0.00042805459617703865,3.2591749100370073
c0cba4cee53811e5b4ddb827ebddf51e,1457446762013.0,pi1,0.9561017967459133,685.318619047619,0.0022080373764038087,0.000673828125,3.3427734375,57566764,0.0013951201239426403,0.0004280523724130776,3.2591752174337985
c15882e0e53811e5b4ddb827ebddf51e,1457446762937.0,pi1,0.9573919903045892,686.2413452380953,0.0022080373764038087,0.000673828125,3.3427734375,57644273,0.00139512432025269,0.0004280509360339827,3.2591960357266596
c21b62cee53811e5b4ddb827ebddf51e,1457446764215.0,pi1,0.9591586542085239,687.5147738095238,0.0022080373764038087,0.000673828125,3.3427734375,57751241,0.0013951098809030962,0.00042804654508758197,3.2591957552536757
c3200238e53811e5b4ddb827ebddf51e,1457446765922.0,pi1,0.9615311760091781,689.2206666666667,0.0022080373764038087,0.000673828125,3.3427734375,57894536,0.0013950991641900534,0.00042804184607996183,3.259206547318321
c3cf3f3ce53811e5b4ddb827ebddf51e,1457446767070.0,pi1,0.9631306042630331,690.3658333333333,0.0022080373764038087,0.000673828125,3.3427734375,57990730,0.001395101781924366,0.00042804004885511437,3.2592264284278576
c453be10e53811e5b4ddb827ebddf51e,1457446767940.0,pi1,0.9643439391264744,691.2340833333334,0.0022080373764038087,0.000673828125,3.3427734375,58063663,0.0013951047299000728,0.0004280413545380514,3.2592233878962036
c504d902e53811e5b4ddb827ebddf51e,1457446769100.0,pi1,0.9659583442354202,692.3922857142857,0.0022080373764038087,0.000673828125,3.3427734375,58160953,0.001395102695632893,0.0004280384334983408,3.259240927011324
c571b4a0e53811e5b4ddb827ebddf51e,1457446769813.0,pi1,0.9669453048098087,693.1042023809524,0.0022080373764038087,0.000673828125,3.3427734375,58220753,0.0013950936980156186,0.00042803585375814144,3.2592395718510616
c622a530e53811e5b4ddb827ebddf51e,1457446770973.0,pi1,0.9685735343216146,694.2610119047619,0.0022080373764038087,0.000673828125,3.3427734375,58317925,0.0013951143989264989,0.00042803968396549493,3.2592586520604914
c68b60fce53811e5b4ddb827ebddf51e,1457446771659.0,pi1,0.969524038780587,694.9463452380952,0.0022080373764038087,0.000673828125,3.3427734375,58375494,0.0013951063206878494,0.0004280374956448173,3.2592564485674846
c6f4a850e53811e5b4ddb827ebddf51e,1457446772348.0,pi1,0.9704815173092058,695.6328928571429,0.0022080373764038087,0.000673828125,3.3427734375,58433163,0.0013951058486081488,0.00042803604763961796,3.259266423571232
c7ccbd94e53811e5b4ddb827ebddf51e,1457446773764.0,pi1,0.9724624439881528,697.0476785714286,0.0022080373764038087,0.000673828125,3.3427734375,58552006,0.001395116107381888,0.0004280388941488614,3.259268644602458
c8239592e53811e5b4ddb827ebddf51e,1457446774335.0,pi1,0.9732618801363024,697.6154880952381,0.0022080373764038087,0.000673828125,3.3427734375,58599701,0.0013951265371038226,0.0004280406338452083,3.2592797164590186
c8f780c8e53811e5b4ddb827ebddf51e,1457446775722.0,pi1,0.9752035116431542,699.001130952381,0.0022080373764038087,0.000673828125,3.3427734375,58716095,0.0013951386749753189,0.0004280431979211524,3.2592884935190445
c9596f9ae53811e5b4ddb827ebddf51e,1457446776366.0,pi1,0.9760994730693953,699.6439404761904,0.0022080373764038087,0.000673828125,3.3427734375,58770091,0.001395137464358005,0.0004280417182342269,3.259296980925877
ca0d3642e53811e5b4ddb827ebddf51e,1457446777543.0,pi1,0.9777464169356652,700.8177738095238,0.0022080373764038087,0.000673828125,3.3427734375,58868693,0.0013951507131744181,0.00042804420451819674,3.259308920331296
ca7d1e3ae53811e5b4ddb827ebddf51e,1457446778276.0,pi1,0.9787746760439873,701.5506785714285,0.0022080373764038087,0.000673828125,3.3427734375,58930257,0.0013951589043247332,0.0004280460424772222,3.259314049596386
cb5622cae53811e5b4ddb827ebddf51e,1457446779698.0,pi1,0.9807480739755289,702.9701309523809,0.0022080373764038087,0.000673828125,3.3427734375,59049491,0.0013951489982181968,0.0004280421622371076,3.259320504074868
cbd216bee53811e5b4ddb827ebddf51e,1457446780512.0,pi1,0.981890268159679,703.7820238095238,0.0022080373764038087,0.000673828125,3.3427734375,59117691,0.0013951624721029023,0.00042804462521540824,3.2593331847241194
