38e8e3ced6f511e5ab5bb827ebf9ff61,1455878441476.0,minion,54.1,100.0
39353ae4d6f511e5ab5bb827ebf9ff61,1455878441976.0,minion,54.1,56.0
398562bcd6f511e5ab5bb827ebf9ff61,1455878442503.0,minion,53.5,28.3
39b8a596d6f511e5ab5bb827ebf9ff61,1455878442839.0,minion,54.1,40.6
3a06c88ed6f511e5ab5bb827ebf9ff61,1455878443351.0,minion,54.1,25.5
3a3a751cd6f511e5ab5bb827ebf9ff61,1455878443688.0,minion,53.5,40.6
3a731dd6d6f511e5ab5bb827ebf9ff61,1455878444061.0,minion,54.1,36.1
3aa932a4d6f511e5ab5bb827ebf9ff61,1455878444415.0,minion,54.1,37.1
3adca4c2d6f511e5ab5bb827ebf9ff61,1455878444752.0,minion,54.1,42.9
3b0ca014d6f511e5ab5bb827ebf9ff61,1455878445067.0,minion,53.5,40.0
3b3f9eb0d6f511e5ab5bb827ebf9ff61,1455878445401.0,minion,53.5,40.6
3b720fc6d6f511e5ab5bb827ebf9ff61,1455878445731.0,minion,54.1,41.2
3ba51880d6f511e5ab5bb827ebf9ff61,1455878446066.0,minion,54.1,38.7
3bd8239cd6f511e5ab5bb827ebf9ff61,1455878446400.0,minion,54.1,42.9
3c0ad8bed6f511e5ab5bb827ebf9ff61,1455878446733.0,minion,54.1,40.6
3c3e6a62d6f511e5ab5bb827ebf9ff61,1455878447070.0,minion,54.1,39.4
3c72e0dad6f511e5ab5bb827ebf9ff61,1455878447415.0,minion,53.5,41.2
3ca9265ed6f511e5ab5bb827ebf9ff61,1455878447770.0,minion,54.1,38.9
3cdc54e8d6f511e5ab5bb827ebf9ff61,1455878448106.0,minion,54.1,40.6
3d0bfdecd6f511e5ab5bb827ebf9ff61,1455878448418.0,minion,53.5,43.8
3d40c4d2d6f511e5ab5bb827ebf9ff61,1455878448764.0,minion,54.1,42.9
3d745c5cd6f511e5ab5bb827ebf9ff61,1455878449102.0,minion,53.5,42.9
3daf9f7ed6f511e5ab5bb827ebf9ff61,1455878449490.0,minion,53.5,32.4
3de37b3cd6f511e5ab5bb827ebf9ff61,1455878449830.0,minion,53.5,39.4
3e16f296d6f511e5ab5bb827ebf9ff61,1455878450168.0,minion,53.5,39.4
3e46f608d6f511e5ab5bb827ebf9ff61,1455878450482.0,minion,54.1,46.9
3e7ac7f8d6f511e5ab5bb827ebf9ff61,1455878450821.0,minion,53.5,41.2
3eb234ead6f511e5ab5bb827ebf9ff61,1455878451184.0,minion,54.1,41.7
3ee64e60d6f511e5ab5bb827ebf9ff61,1455878451526.0,minion,54.1,40.0
3f8e1532d6f511e5ab5bb827ebf9ff61,1455878452626.0,minion,53.5,12.0
3fbea65cd6f511e5ab5bb827ebf9ff61,1455878452944.0,minion,53.5,45.5
3ff443acd6f511e5ab5bb827ebf9ff61,1455878453296.0,minion,53.5,40.0
402a569ad6f511e5ab5bb827ebf9ff61,1455878453650.0,minion,53.5,38.9
40650a06d6f511e5ab5bb827ebf9ff61,1455878454035.0,minion,54.1,36.8
4098f690d6f511e5ab5bb827ebf9ff61,1455878454375.0,minion,54.1,42.9
40cca418d6f511e5ab5bb827ebf9ff61,1455878454714.0,minion,53.0,42.9
416d373ed6f511e5ab5bb827ebf9ff61,1455878455766.0,minion,54.1,12.5
419e405ed6f511e5ab5bb827ebf9ff61,1455878456087.0,minion,53.5,43.8
41d0685ed6f511e5ab5bb827ebf9ff61,1455878456416.0,minion,54.1,42.4
427edd4ed6f511e5ab5bb827ebf9ff61,1455878457559.0,minion,53.5,12.2
43228926d6f511e5ab5bb827ebf9ff61,1455878458631.0,minion,53.0,14.8
4358660ed6f511e5ab5bb827ebf9ff61,1455878458985.0,minion,54.1,36.4
43fac822d6f511e5ab5bb827ebf9ff61,1455878460049.0,minion,54.1,13.2
4437d596d6f511e5ab5bb827ebf9ff61,1455878460449.0,minion,54.1,33.3
446ce4d4d6f511e5ab5bb827ebf9ff61,1455878460797.0,minion,53.5,38.2
44a886f6d6f511e5ab5bb827ebf9ff61,1455878461188.0,minion,53.5,35.9
453a15f8d6f511e5ab5bb827ebf9ff61,1455878462142.0,minion,53.5,14.7
457a7c7ed6f511e5ab5bb827ebf9ff61,1455878462564.0,minion,53.5,31.7
45b0eacad6f511e5ab5bb827ebf9ff61,1455878462921.0,minion,53.5,40.0
46560eecd6f511e5ab5bb827ebf9ff61,1455878464003.0,minion,53.5,13.0
468b8586d6f511e5ab5bb827ebf9ff61,1455878464353.0,minion,54.1,40.0
