id,timestamp,target_id,energy,time,peak_power,peak_current,peak_voltage,n_samples,avg_power,avg_current,avg_voltage
000f0738e53511e59f85b827ebddf51e,1457445150165.0,pi0,7.762831278524228,1258.9314761904761,0.008888454437255859,0.002666015625,3.46728515625,105750244,0.006166206362569104,0.0018737991356386964,3.290722247149289
000f3492e53511e59f85b827ebddf51e,1457445150166.0,pi1,1.7410155550733633,1258.9316904761904,0.0024247169494628906,0.000732421875,3.462890625,105750262,0.0013829309153500018,0.00042273495359859605,3.271336472560953
000f4e50e53511e59f85b827ebddf51e,1457445150167.0,pi2,4.394253582667964,1258.931857142857,0.005810694694519043,0.0017724609375,3.45556640625,105750276,0.0034904618210557575,0.0010661926486625374,3.2736929184518377
00def8eee53511e59f85b827ebddf51e,1457445151528.0,pi0,7.771219255861044,1260.2922023809524,0.008888454437255859,0.002666015625,3.46728515625,105864545,0.006166204346245739,0.0018737972873363196,3.290724404005971
00df1590e53511e59f85b827ebddf51e,1457445151529.0,pi1,1.7428935151630638,1260.2922976190475,0.0024247169494628906,0.000732421875,3.462890625,105864553,0.0013829280068248847,0.000422733667814665,3.2713395420382265
00df2a4ee53511e59f85b827ebddf51e,1457445151530.0,pi2,4.3990301929868965,1260.2921904761904,0.005810694694519043,0.0017724609375,3.45556640625,105864544,0.003490484370394108,0.0010661958923010616,3.2737040778227735
0148d782e53511e59f85b827ebddf51e,1457445152222.0,pi0,7.7754766845738885,1260.9846904761905,0.008888454437255859,0.002666015625,3.46728515625,105922714,0.006166194358503754,0.0018737958013679227,3.2907216765935394
0148f546e53511e59f85b827ebddf51e,1457445152223.0,pi1,1.7438464589401652,1260.9847976190476,0.0024247169494628906,0.000732421875,3.462890625,105922723,0.0013829242527212398,0.00042273284263986787,3.2713370393442913
01490afee53511e59f85b827ebddf51e,1457445152224.0,pi2,4.401452894279786,1260.9847023809523,0.005810694694519043,0.0017724609375,3.45556640625,105922715,0.0034904887315199773,0.001066196595325053,3.2737060176974095
01aa999ae53511e59f85b827ebddf51e,1457445152862.0,pi0,7.779424853397437,1261.6230357142856,0.008888454437255859,0.002666015625,3.46728515625,105976335,0.006166203876416228,0.0018737961583998623,3.2907261345794354
01aac410e53511e59f85b827ebddf51e,1457445152863.0,pi1,1.7447308342240537,1261.6235595238095,0.0024247169494628906,0.000732421875,3.462890625,105976379,0.0013829250579963722,0.0004227324359852161,3.2713421116178414
01aae580e53511e59f85b827ebddf51e,1457445152864.0,pi2,4.40370628373955,1261.6238095238095,0.005810694694519043,0.0017724609375,3.45556640625,105976400,0.0034905066395359927,0.0010661991435268843,3.273714964206322
0240b0c4e53511e59f85b827ebddf51e,1457445153845.0,pi0,7.785450419354949,1262.60325,0.008888454437255859,0.002666015625,3.46728515625,106058673,0.006166189117091968,0.0018737954488577927,3.2907195038076944
0240cf82e53511e59f85b827ebddf51e,1457445153846.0,pi1,1.7460899370779308,1262.604619047619,0.0024247169494628906,0.000732421875,3.462890625,106058788,0.0013829269359041344,0.00042273377737632933,3.271336209080439
0240e79ce53511e59f85b827ebddf51e,1457445153848.0,pi2,4.407120203175545,1262.6045952380953,0.005810694694519043,0.0017724609375,3.45556640625,106058786,0.003490499099874156,0.0010661969303543838,3.273714710594704
029367bae53511e59f85b827ebddf51e,1457445154386.0,pi0,7.788795579088926,1263.145011904762,0.008888454437255859,0.002666015625,3.46728515625,106104181,0.006166192721882182,0.0018737955188740541,3.290721309082194
02938772e53511e59f85b827ebddf51e,1457445154388.0,pi1,1.7468367574481451,1263.1452023809525,0.0024247169494628906,0.000732421875,3.462890625,106104197,0.0013829263287826793,0.0004227333171847958,3.271338345910157
0293a068e53511e59f85b827ebddf51e,1457445154390.0,pi2,4.409023115773712,1263.145380952381,0.005810694694519043,0.0017724609375,3.45556640625,106104213,0.0034905112129289626,0.0010661988267797828,3.2737202373179373
036d3cbae53511e59f85b827ebddf51e,1457445155815.0,pi0,7.797577586519888,1264.5709404761906,0.008888454437255859,0.002666015625,3.46728515625,106223959,0.006166184384708073,0.0018737954146005975,3.2907170295143158
036d615ee53511e59f85b827ebddf51e,1457445155816.0,pi1,1.7488157253494432,1264.571119047619,0.0024247169494628906,0.000732421875,3.462890625,106223974,0.0013829318881381073,0.00042273546529353865,3.2713348659374097
036d7c02e53511e59f85b827ebddf51e,1457445155818.0,pi2,4.414004458960635,1264.5714166666667,0.005810694694519043,0.0017724609375,3.45556640625,106223999,0.0034905141779937444,0.001066198170559558,3.2737250217120635
03c94744e53511e59f85b827ebddf51e,1457445156415.0,pi0,7.801269355387432,1265.16825,0.008888454437255859,0.002666015625,3.46728515625,106274133,0.006166191220327757,0.0018737962249349312,3.290719259502216
03c96896e53511e59f85b827ebddf51e,1457445156420.0,pi1,1.7496544255100828,1265.173488095238,0.0024247169494628906,0.000732421875,3.462890625,106274573,0.0013829363656238539,0.0004227364737771047,3.2713376475465674
03c98146e53511e59f85b827ebddf51e,1457445156421.0,pi2,4.416117510393772,1265.1735833333332,0.005810694694519043,0.0017724609375,3.45556640625,106274581,0.003490523014840933,0.0010661987950812144,3.273731398095657
044003d4e53511e59f85b827ebddf51e,1457445157196.0,pi0,7.806086831949949,1265.9485952380953,0.008888454437255859,0.002666015625,3.46728515625,106339683,0.006166195737577959,0.0018737961293008967,3.290721831857614
0440249ae53511e59f85b827ebddf51e,1457445157198.0,pi1,1.7507248093618664,1265.9488690476192,0.0024247169494628906,0.000732421875,3.462890625,106339706,0.0013829348500298808,0.00042273564976673964,3.2713404452089945
