7cc4552ad70311e5b755b827ebf9ff61,1455884568277.0,minion,54.1,6.6
7d110b54d70311e5b755b827ebf9ff61,1455884568779.0,minion,54.1,27.5
7e02d786d70311e5b755b827ebf9ff61,1455884570364.0,minion,54.1,8.9
7f290d92d70311e5b755b827ebf9ff61,1455884572292.0,minion,54.1,7.8
8048546cd70311e5b755b827ebf9ff61,1455884574175.0,minion,54.1,7.4
8167cc06d70311e5b755b827ebf9ff61,1455884576058.0,minion,53.5,8.0
81c173d2d70311e5b755b827ebf9ff61,1455884576647.0,minion,54.1,22.4
82024b64d70311e5b755b827ebf9ff61,1455884577071.0,minion,54.1,36.4
83fed270d70311e5b755b827ebf9ff61,1455884580404.0,minion,54.6,3.9
84ffafaad70311e5b755b827ebf9ff61,1455884582088.0,minion,54.1,7.8
8540efd8d70311e5b755b827ebf9ff61,1455884582515.0,minion,54.1,32.6
857b17d0d70311e5b755b827ebf9ff61,1455884582896.0,minion,54.1,36.8
85ab4694d70311e5b755b827ebf9ff61,1455884583212.0,minion,54.1,45.5
85e0d052d70311e5b755b827ebf9ff61,1455884583563.0,minion,54.1,40.0
861844e2d70311e5b755b827ebf9ff61,1455884583926.0,minion,54.6,38.9
864a6fb2d70311e5b755b827ebf9ff61,1455884584255.0,minion,54.1,42.4
86a0e39cd70311e5b755b827ebf9ff61,1455884584822.0,minion,54.1,26.3
88ac7c8cd70311e5b755b827ebf9ff61,1455884588253.0,minion,54.1,4.1
88f2aa4ad70311e5b755b827ebf9ff61,1455884588712.0,minion,53.5,32.6
8a156d04d70311e5b755b827ebf9ff61,1455884590619.0,minion,54.1,7.4
8b47d694d70311e5b755b827ebf9ff61,1455884592627.0,minion,54.1,6.5
8c4c1d7ad70311e5b755b827ebf9ff61,1455884594332.0,minion,53.5,8.2
8d666314d70311e5b755b827ebf9ff61,1455884596182.0,minion,54.1,8.1
8e89914ed70311e5b755b827ebf9ff61,1455884598091.0,minion,53.5,7.9
8ed84ff0d70311e5b755b827ebf9ff61,1455884598607.0,minion,54.1,26.0
8fe55898d70311e5b755b827ebf9ff61,1455884600370.0,minion,54.1,7.5
90f11722d70311e5b755b827ebf9ff61,1455884602125.0,minion,54.1,8.5
920f7c52d70311e5b755b827ebf9ff61,1455884604001.0,minion,53.5,8.0
92439780d70311e5b755b827ebf9ff61,1455884604343.0,minion,54.1,41.2
92a579d2d70311e5b755b827ebf9ff61,1455884604984.0,minion,54.1,23.1
